Dune Field,Latitude,Longitude,Large Type,Large Wavelength (m),Large Width (m),Large Height (m),Small Type,Small Wavelength (m),Small Width (m),Small Height (m),Mean Resultant Flux Magnitude (m^2/yr),Mean of Flux Magnitudes (m^2/yr)
Badain Jaran Desert,40.889915466308594,102.65603637695312,l,1514.806688352914,6283.528645736924,35.051426355801084,l,1514.806688352914,6283.528645736924,35.051426355801084,9.549841187247713,34.67691468843329
Central Takla Makan,39.76579284667969,84.09357452392578,l,1732.3471388602698,12354.99305311899,49.53252658746782,l,1732.3471388602698,12354.99305311899,49.53252658746782,7.108965351816896,11.133288746904158
Northwest Takla Makan,39.203731536865234,80.43733215332031,l,1036.410131401231,9056.964396069283,20.672666055100205,b,197.9100096817021,263.2107345429735,6.737378788584637,5.017906521718626,8.580559324661804
Rub Al Khali,19.812639236450195,49.78114700317383,l,737.357344526851,6344.094550251121,16.39144560969579,b,477.6374251566496,1907.1950682863999,11.666752130106056,2.27196005520712,5.367076031551634
East Registan Desert,30.772823333740234,65.81236267089844,b,1968.5476466906662,8159.5179154943735,100.68543541522814,b,1968.5476466906662,8159.5179154943735,100.68543541522814,3.830922106673,5.985109262472305
Rub Al Khali,19.5316104888916,48.65614700317383,l,1292.311964060635,23264.61181098916,38.08751097445442,l,1292.311964060635,23264.61181098916,38.08751097445442,2.1611002571103923,5.045411629001147
El Djouf,17.845428466796875,354.655517578125,b,1317.4776750385238,2386.5496678936097,19.78571998672957,b,1317.4776750385238,2386.5496678936097,19.78571998672957,7.217369210838123,14.425586669405225
Thar Desert,26.557369232177734,69.4686050415039,b,1607.7036575844722,5263.684503665791,30.258506255567465,b,1607.7036575844722,5263.684503665791,30.258506255567465,23.751315727947443,26.012111376678327
Grand Erg Occidental,31.334884643554688,2.5312447547912598,l,1400.0493716828266,7154.192376221458,73.03659739928968,l,1400.0493716828266,7154.192376221458,73.03659739928968,3.3816312839186193,23.19682375016749
Aoukar,17.283367156982422,350.436767578125,b,1478.7829360439432,5449.849303183635,27.734121291743346,b,1478.7829360439432,5449.849303183635,27.734121291743346,6.619329537479835,17.649587312121277
Grand Erg Oriental,31.05385398864746,7.3124847412109375,s,1850.1815847698424,3385.290148762692,30.770205910396673,s,1850.1815847698424,3385.290148762692,30.770205910396673,1.8560638535400085,18.48171049891646
Munga-Thirri,-24.028095245361328,137.2497100830078,l,478.95396732652995,24010.44620775471,20.38270291736365,l,186.10127318789043,409.5516256248627,11.922601957520662,11.152092855520953,17.46915991000205
Rub Al Khali,20.093669891357422,50.62489318847656,l,713.0500375687845,11224.650529286562,17.943601229344402,b,383.5665674615085,1870.2535913894194,9.858746683042837,2.3272561622858796,5.597981016765775
Rub Al Khali,20.9367618560791,53.7186393737793,b,1789.8484979796401,3691.6781345804816,116.10465168074842,b,1789.8484979796401,3691.6781345804816,116.10465168074842,1.3925041968925573,4.799619878958651
Namib Sand Sea,-24.871187210083008,15.187468528747559,n,1766.6233478211557,5752.451379539916,83.0317973236203,n,1766.6233478211557,5752.451379539916,83.0317973236203,4.154485195779172,10.549934462116674
Central Grand Sand Sea,27.681489944458008,25.31244659423828,l,1401.1693938327057,18885.678095469946,31.213678944581993,s,633.1741075282266,3105.7797724213165,20.96262919283676,2.264766859673497,6.742148053603664
Rub Al Khali,21.77985191345215,52.5936393737793,b,722.8909950892911,1182.9039121551148,28.65518067043592,b,722.8909950892911,1182.9039121551148,28.65518067043592,4.444227939387972,7.910226776384178
Rub Al Khali,18.407487869262695,47.249900817871094,l,1433.8143400285965,45267.35002824247,48.91848700167276,l,1433.8143400285965,45267.35002824247,48.91848700167276,1.68169134983106,5.084686785887405
El Djouf,19.5316104888916,353.530517578125,b,462.6456485976874,829.7615413474914,13.133624473949801,b,462.6456485976874,829.7615413474914,13.133624473949801,7.26015662207644,12.916878479704478
Central Takla Makan,39.203731536865234,83.53107452392578,l,1517.223625397634,9577.515774801128,41.39650207568334,b,888.356486599338,2224.177977030174,26.847175223372705,7.503752406800704,11.968772661561937
El Djouf,21.217792510986328,352.686767578125,l,1258.5808510120587,22184.847869638543,25.36324622436799,l,667.4144638295444,4472.163100384186,22.770634639899978,9.760873663576348,14.642905697834319
Rub Al Khali,19.250579833984375,53.4373893737793,s,1856.086106805422,3373.86803271107,109.35021623700281,s,1856.086106805422,3373.86803271107,109.35021623700281,1.9445822308184642,4.484907747673362
Central Grand Sand Sea,27.119428634643555,26.71869468688965,l,1312.4015749983107,16405.215946586784,46.78640510655104,l,1312.4015749983107,16405.215946586784,46.78640510655104,2.786359534671535,4.976325422370398
Rub Al Khali,18.688518524169922,48.093650817871094,l,1149.6776816570377,38275.78980235642,46.46232865849254,l,785.227901344015,11061.070224917183,31.810661875216077,1.291141194166467,4.600225067464189
Idehan Murzuk,24.59015655517578,13.781221389770508,l,1122.1062932161385,5888.997242021817,35.22199290741082,l,612.1121678968066,960.9911993277789,29.337446876874875,2.604113360445937,7.995239255275264
Rub Al Khali,18.12645721435547,46.968650817871094,l,1301.151016375839,43773.46887346131,21.576668778631813,l,1301.151016375839,43773.46887346131,21.576668778631813,1.491567097428468,4.893744044166998
Aoukar,17.56439781188965,352.124267578125,t,1545.7342688943995,5562.0458678973755,30.30967622105039,t,1545.7342688943995,5562.0458678973755,30.30967622105039,6.446569845874992,14.440961865376291
Central Grand Sand Sea,26.557369232177734,26.15619468688965,l,1116.6089227356147,22746.420251410895,38.172794250259294,s,338.10814430939564,603.029339301079,16.27204902356897,1.6476598708662236,3.593487412149437
Rub Al Khali,17.56439781188965,45.56240463256836,l,900.2010758816581,9624.415416160871,29.252163601070013,b,360.313703685715,1108.2840243541307,15.760349368739757,2.4021566018595095,4.476985314138419
Central Takla Makan,39.484764099121094,82.12483215332031,b,888.971910757597,2018.5892900834301,28.825747222045663,b,888.971910757597,2018.5892900834301,28.825747222045663,5.504701213308625,8.81983966447052
Aoukar,17.56439781188965,350.718017578125,t,951.8781537408709,2631.128244522143,20.638552744778256,b,519.3321266585331,851.094078527359,14.788120024564256,8.51643668677596,18.23237611558579
Central Takla Makan,38.36064147949219,84.65607452392578,t,1543.407883105422,6712.5707517671735,33.396930805186635,t,1543.407883105422,6712.5707517671735,33.396930805186635,9.638088397980873,16.90659845386046
Idehan Ubari,27.962520599365234,12.374974250793457,l,1625.5601991405679,12547.453642223925,87.41535769999055,l,1625.5601991405679,12547.453642223925,87.41535769999055,3.3998302265808125,13.43867570047603
Badain Jaran Desert,40.889915466308594,102.37478637695312,s,1667.5859369636353,6711.567203836841,121.66512126322587,s,1667.5859369636353,6711.567203836841,121.66512126322587,6.681758785869056,30.061951931489517
Grand Erg Oriental,29.64870262145996,7.593734264373779,s,2019.5293413246768,3488.6425531382647,174.48958229676163,s,2019.5293413246768,3488.6425531382647,174.48958229676163,0.9067763504488526,16.15275825021236
Badain Jaran Desert,40.889915466308594,102.09353637695312,l,1607.5094916989524,8503.58937865718,116.42872812880691,l,1607.5094916989524,8503.58937865718,116.42872812880691,5.696660897842853,27.883197954182034
Rub Al Khali,20.093669891357422,46.12490463256836,l,928.7023987440375,23318.000257868087,23.197051018924324,l,928.7023987440375,23318.000257868087,23.197051018924324,1.9574979593755748,5.491039386570307
Idehan Murzuk,24.871187210083008,12.65622329711914,s,2454.6866443064077,4789.465069269912,143.37824328314548,s,2454.6866443064077,4789.465069269912,143.37824328314548,0.5718894369439517,7.782756298160409
El Djouf,22.622943878173828,354.936767578125,l,1670.0192552579535,23548.508173030685,37.33701814737157,l,1670.0192552579535,23548.508173030685,37.33701814737157,8.696403174654314,14.224379838671451
Munga-Thirri,-24.59015655517578,136.1247100830078,l,365.9565452603661,3442.726454517222,17.02254185065182,l,160.31260043762217,273.85242585792355,7.641381512116248,9.429458492303816,16.24454846496031
"Azefal, Akchar \& Agneitir Sand Seas",20.655731201171875,345.936767578125,b,1113.3431728622568,1879.9926610971945,24.578640086963198,b,1113.3431728622568,1879.9926610971945,24.578640086963198,18.166012516192083,21.7979314973868
Munga-Thirri,-26.276338577270508,136.4059600830078,l,431.1896838547949,1802.1442341848276,16.47672888550066,l,289.6659456293304,938.0314255099015,11.752035405910926,4.105806343482924,7.744670059055686
Rub Al Khali,20.9367618560791,52.5936393737793,l,891.4048439939273,8138.07706628976,19.274020331900356,l,891.4048439939273,8138.07706628976,19.274020331900356,2.679093702724395,6.090165508256819
El Djouf,16.72130584716797,355.218017578125,t,1064.775784014762,8881.068121223108,19.785719986729568,t,1064.775784014762,8881.068121223108,19.785719986729568,1.6967379141393075,4.258612373243643
Ergs Iguidi \& Chech,26.276338577270508,359.1554870605469,l,1916.2112239980947,43213.084570463056,48.64558051909719,l,1916.2112239980947,43213.084570463056,48.64558051909719,7.517848588968798,16.684758254853858
Grand Erg Oriental,31.05385398864746,8.437482833862305,s,1321.6477498804607,5195.649941104339,34.11331032194753,s,1321.6477498804607,5195.649941104339,34.11331032194753,3.29344194943743,19.70241449481652
Rub Al Khali,20.655731201171875,50.06239700317383,l,1231.4817007903318,12879.554897084348,22.46361484700245,b,384.10991805649905,2083.152413855767,8.852404028545383,3.265110874775882,6.006371762217022
Grand Erg Oriental,29.367671966552734,5.343739032745361,s,1557.484278849238,5880.264355172047,34.79557652838648,s,1557.484278849238,5880.264355172047,34.79557652838648,2.367437934238623,15.481333599379706
Central Grand Sand Sea,29.086641311645508,23.343700408935547,s,1623.7638767506926,6155.902871747997,41.43061538600528,s,1623.7638767506926,6155.902871747997,41.43061538600528,2.5752683358895765,10.543558727200313
Rub Al Khali,19.250579833984375,48.093650817871094,l,1413.8424414734964,45140.303160056326,34.01097039098168,l,1413.8424414734964,45140.303160056326,34.01097039098168,1.9180805594179993,4.758333377366747
Central Takla Makan,40.04682540893555,82.68732452392578,b,1060.9337250964,2226.35443417818,28.024084429479895,b,1060.9337250964,2226.35443417818,28.024084429479895,5.706963808072355,8.635643503534085
Ergs Iguidi \& Chech,28.24355125427246,356.343017578125,l,2005.5227977027857,8466.978213439888,37.60992462994715,s,1072.7414965207834,1808.207229865305,26.35253222370447,0.8992189359701576,23.311444938329682
El Djouf,18.96954917907715,350.436767578125,b,650.9075942280205,1213.995922359575,29.4568434630017,b,452.3002289504632,574.3249411495395,22.770634639899978,13.147163218968458,19.553830927197588
El Djouf,19.250579833984375,350.999267578125,b,397.901381468965,894.0443165545333,14.873403300369121,b,176.6856372775351,264.5589437974264,8.83534737338441,10.922022895621684,16.76682004684166
Badain Jaran Desert,40.608882904052734,101.81228637695312,s,1489.8031569014124,5042.445887263599,95.39787231532627,s,1489.8031569014124,5042.445887263599,95.39787231532627,5.394583509248986,24.74328920820332
Idehan Murzuk,25.433246612548828,14.062470436096191,s,1646.3260670580748,4286.7553598898785,34.1985935977524,s,1646.3260670580748,4286.7553598898785,34.1985935977524,0.7482018640893123,7.386181700353651
Rub Al Khali,18.96954917907715,48.374900817871094,l,1380.0584740602567,41427.07880335554,55.82643234186714,l,1380.0584740602567,41427.07880335554,55.82643234186714,1.5534122664642376,4.689591886542479
Rub Al Khali,20.093669891357422,46.687400817871094,l,1012.8048958866264,34510.71158171156,31.264848910064917,l,1012.8048958866264,34510.71158171156,31.264848910064917,2.2224139294965415,5.014442481547227
El Djouf,17.56439781188965,357.468017578125,l,720.5435090435122,12769.853379165217,23.930487190846193,b,334.5038220073376,821.6355321842658,13.730607404583882,3.5344041093354264,11.37068638230819
El Djouf,19.812639236450195,354.374267578125,l,436.49042088513124,3888.385167763161,12.246678405579164,b,234.03599434066845,524.3884336595014,6.464472306009057,6.988293235580944,12.512560673782083
Grand Erg Oriental,31.334884643554688,8.437482833862305,s,1488.1134837080588,3888.479035840311,41.78880514438573,s,1488.1134837080588,3888.479035840311,41.78880514438573,4.286655354642615,20.77308771971184
Rub Al Khali,20.37470054626465,55.12488555908203,s,1327.0032701691346,2295.9678627269295,25.49969946565578,s,1327.0032701691346,2295.9678627269295,25.49969946565578,1.4352372117106675,5.780155112971484
Central Takla Makan,40.04682540893555,86.34356689453125,n,1673.4210453335822,9491.063445748878,96.96708459013587,n,1673.4210453335822,9491.063445748878,96.96708459013587,14.429064017137863,18.465579541177252
Kumtag Desert,40.04682540893555,91.96855926513672,l,1624.5368473008555,16843.842630935036,33.431044115508584,l,1624.5368473008555,16843.842630935036,33.431044115508584,5.299618974544459,12.468743911270504
An Nafud \& Ad Dahna,27.119428634643555,44.437408447265625,l,2480.4373220366474,30774.97154355095,49.53252658746782,s,934.4617602467393,2481.563697139085,22.37833157119758,0.5024396288151959,7.132539876945502
Rig-e Yalan,30.21076202392578,59.624874114990234,s,2030.7435977851223,4753.3610721736795,142.1160508012334,s,2030.7435977851223,4753.3610721736795,142.1160508012334,11.580130378999224,21.754451075662107
El Djouf,19.250579833984375,356.624267578125,n,1079.8528723022098,1869.0705293057636,32.64643797810379,n,1079.8528723022098,1869.0705293057636,32.64643797810379,6.043760705471568,11.97332867222096
Northwest Takla Makan,39.484764099121094,80.43733215332031,l,1198.717275606813,26096.19400590337,25.41441618985091,b,296.9705413731706,646.2332137955574,11.462072268174373,4.824640636045787,8.077270897192529
Trarza Reion Desert,18.407487869262695,346.218017578125,t,1344.1759798417106,5507.436996256976,22.258934985070766,t,1344.1759798417106,5507.436996256976,22.258934985070766,9.938624260904458,18.890769235930506
Tengger Desert,37.798580169677734,103.49978637695312,l,1000.5073848742151,11828.996223541899,41.0894822827858,b,573.8247590220648,2644.5749900735555,32.032398392308735,5.5543853396369975,14.864993797420901
Central Grand Sand Sea,29.367671966552734,24.187450408935547,s,1447.319208031107,4648.414402110947,34.539726700971876,s,1447.319208031107,4648.414402110947,34.539726700971876,2.5534226659303787,9.864329898109379
Southwest Takla Makan,37.51755142211914,79.03108215332031,b,970.6447031878201,3683.296532976133,20.24624967607586,b,970.6447031878201,3683.296532976133,20.24624967607586,6.510911440792307,8.451874133596151
El Djouf,19.812639236450195,349.311767578125,b,1279.9538252427728,1623.023218446115,18.574697470300432,b,469.52738376856394,531.9858158791591,14.1740804387692,11.074111737459472,17.982051469938348
Ergs Iguidi \& Chech,25.714277267456055,358.593017578125,l,855.9517668229913,7905.579118205734,26.18196567209473,l,576.5129614552474,3459.6504914700186,23.06059777763653,9.878419976191232,17.837045710689885
Central Takla Makan,38.36064147949219,83.81232452392578,b,1367.3429848349608,7700.101228850998,31.844775185538023,b,1367.3429848349608,7700.101228850998,31.844775185538023,7.710590430079942,13.564952235906508
Central Takla Makan,38.36064147949219,83.53107452392578,l,1620.5740423016875,30608.726194194613,39.008570353147,b,800.0852467960407,2166.472425864425,27.665894671099448,7.036955538767353,12.772887102829213
Idehan Murzuk,25.1522159576416,14.062470436096191,s,1573.616010795715,4452.202702315022,36.82531849254236,s,1573.616010795715,4452.202702315022,36.82531849254236,1.1102242221914322,7.4215048529939915
